SYSTEM,Empire,DISTANCE,GOOD,Between 140 - 160 Ly,,,Update : 18/08/15 - rev 1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACTION,Federation,DATAS,OK,Between 130 - 140 Ly and 160 - 180 Ly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance,,MAYBE,Between 180 - 240 Ly (good FSD),,,Rev 1382 xlsx download link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 t,3-6 t,364 cr,Belalans Ray Leather,77.6,Boscovich Ring,Belalans,116.33,101.66,101.66,123.49,70.08,181.23,288.09,137.73,148.83,185.99,160.27,126.08,106.22,138.11,106.22,119.86,163.81,0,132.71,199.44,94.42,111.17,170.43,203.46,86.09,115.58,193.49,235.28,133.69,177.41,162.81,229.81,204.05,108.83,265.15,130.27,120.78,134.36,238.5,172.38,154.95,263.23,236.8,129.92,197.54,159.2,271.75,81.19,156.53,139.5,168.92,116.38,99.85,207.08,169.15,230.59,82.74,284.6,155.79,270.9,258.34,173.01,193.35,125.23,191.8,191.8,184.62,176.15,135.75,155.76,164.16,128.5,253.74,150.16,101.54,170.38,207.69,178.01,180.64,244.88,197.74,117.78,38.53,304.42,81.64,212.45,220.28,143.76,86.54,103.13,152.3,201.84,125.15,162.82,196.38,97.77,206.13,196.42,246.04,160.91,259.42,214.45,205.85,104.34,209.8,119.43,149.66,125.58,192.26,143.69,Belalans,3-6 t,11 t
12 t,5-11 t,2373 cr,CD-75 Kitten Brand Coffee,339,Kirk Dock,CD-75 661,126.77,151.13,151.13,121.56,97.41,110.18,238.05,83.47,91.62,150.95,62.44,71.44,68.46,112.37,40.34,148.79,140.42,132.71,0,140.65,69.36,78.87,207.79,118.07,115.97,114.21,73.06,123.82,79.31,119.74,241.46,196.7,154.96,132.97,135.97,103.44,131.33,175.35,230.57,189.28,156.42,173.29,136.8,190.45,198.7,59.23,209.07,176.34,53.59,106.2,51.61,128.41,173.61,182.35,173.96,201.03,102.96,206.07,158,168.17,217.79,78.01,73.36,149.03,72.46,72.46,126.25,118.65,135.77,62.19,95.11,166.12,219.58,65.39,85.84,78.78,219.89,109.78,193.62,215.72,74.77,65.85,130.03,237.77,165.82,204.16,122.38,47.46,119,123.31,151.95,207.6,64.41,88.25,74.11,120.19,208.04,132.52,163.74,103.52,163.74,225.13,162.96,145.64,245.17,172.94,90.42,174.68,73.68,110.92,CD-75 661,5-11 t,12 t
3 t,2-3 t,12550 cr,Cherbones Blood Crystals,"576,740.00",Chalker Landing,Cherbones,110.94,203.04,203.04,85.43,211.64,52.38,98.52,86.96,93.24,170.85,164.56,151.34,135.65,63.19,171.73,110.98,82.1,199.44,140.65,0,139.55,174.91,141.79,54.22,222.89,156,115.85,136.7,96.43,57.72,351.28,125.79,37.93,122.95,198.15,102.04,105.86,299.53,178.86,188.04,128.55,119.56,83.68,196.53,89.9,173.16,110.44,262.26,184.95,241.78,102.78,251.56,181.07,197.81,279.8,219.3,151.55,166.73,293.05,203.83,110.47,95.31,117.96,132.69,114.32,114.32,88.2,25.83,93.22,97.77,74.95,147.79,222.15,104.56,108.83,210.82,226.72,232.1,301.13,168.68,118.63,185.42,203.56,119.82,267.23,99.88,178,94.67,162.99,166.58,120.59,137.74,126.54,194.74,117.07,187.69,137.65,75.44,177.53,85.06,99.99,124,303.55,146.32,223.76,283.23,132.58,260.92,119.94,91.3,Cherbones,2-3 t,3 t
18 t,5-12 t,790 cr,Chi Eridani Marine Paste,"2,181.00",Steve Masters station,Chi Eridani,72.13,85.24,85.24,101.25,90.27,103.02,235.23,56.67,62.7,106.9,125.78,111.66,91.2,89.7,69.01,119.91,100.57,94.42,69.36,139.55,0,42.43,155.56,123.24,84.23,130.62,128.75,142.49,48.79,101.2,218.1,158.94,139.21,74.52,182.81,55.73,79.64,175.62,179.33,125.76,99.35,173.55,151.94,121.38,171.02,123.75,193.8,132.04,92.52,138.31,90.63,145.74,107.44,135.4,145.84,158.38,34.25,194.12,168.92,178.59,190.96,121.08,130.08,87.44,127.7,127.7,100.77,113.73,124.85,67.73,119.86,102.59,179.06,59.12,81.44,113.28,159.8,165.52,165.81,172.94,130.82,59.92,79.81,230.83,136.93,166.65,185.79,78.63,49.93,55.03,96.51,156.04,30.9,146.03,129.73,58.34,157.36,114.09,153.65,76.98,172.8,207,195.29,80.83,179.82,144.74,57.06,126.1,131.31,69.53,Chi Eridani,5-12 t,18 t
20 t,4-14 t,255 cr,Coquim Spongiform Victuals,606,Hirayama Installation,Coquim,108.48,82.43,82.43,143.55,86.31,131.98,270.39,89.39,89.02,101.17,136.88,133.68,119.46,130.54,69.76,161.66,132.87,111.17,78.87,174.91,42.43,0,190.1,148.62,61.68,160.71,145.55,144.32,79.97,131.22,199.28,178.94,172.55,109.49,173.62,88.05,116.96,159.31,193.01,131.84,123.36,185.96,170.48,135.45,211.53,130.61,215.68,122.55,73.83,125.61,107.71,139.78,129.89,126.57,106.67,145.09,59.18,198.42,144.41,164.13,217.18,147.95,146.86,116.8,145.14,145.14,122.43,149.52,166.55,87.61,153.9,129.84,169.65,77.87,119.79,87.13,155.45,163.03,127.53,183.17,146.07,30.19,86.05,256.17,125.93,200.67,200.79,105.99,66.62,63.65,123.06,182.71,49.31,153.89,145.49,48.89,183.14,137.57,145.2,102.92,189.53,249.3,168.79,109.37,189.11,119.7,61.99,101.05,148.43,100.89,Coquim,4-14 t,20 t
15 t,2-8 t,315 cr ,Damna Carapaces,"2,532.00",Nemere Market,Damna,84.15,154.22,154.22,110.38,221.28,144.47,181.67,134.72,138.34,170.6,248.37,216.31,188.8,107.51,215.75,96.45,90.2,170.43,207.79,141.79,155.56,190.1,0,167.12,215.41,198.58,229.59,231.12,139.05,128.47,317.53,125.91,121.84,81.47,302.6,115.42,77.59,301.1,130.63,126.63,86.56,208.17,201.71,105.35,80.02,253.48,172.5,217.46,244.65,282.77,198.54,275.03,94.05,182.53,269.61,207.39,134.55,223.37,311.07,275.87,136.59,203.48,231.37,75.34,227.76,227.76,137.69,133.7,125.53,172.06,176.94,67.58,212.41,167.17,148.9,267.3,168.79,301.55,286.28,153.55,233.13,214.54,170.48,197.95,240.38,71.64,286.75,179.91,131.83,137.17,83.09,67.31,162.53,269.97,231.41,164.77,74.4,141.63,228.79,134.6,208.89,123.55,347.74,85.52,128.19,261.21,164.43,222.96,232.68,112.15,Damna,2-8 t,15 t
13 t,11 t,7420 cr,Motrona Experience Jelly,"1,700,000.00",Pinzon Dock,Dea Motrona,115.75,190.09,190.09,114.08,201.27,26.11,134.55,69.78,68,136.59,152.7,152.89,140.23,83.01,154.04,144.05,83.25,203.46,118.07,54.22,123.24,148.62,167.12,0,204.84,173.5,94.79,82.74,76.53,41.84,340.27,113.23,57.27,128.7,150.63,90.07,114.62,287.2,167.51,173.49,122.87,76.45,38.17,195.6,135.45,157.93,96.76,254.41,151.03,224.25,71.45,242.44,187.11,164.87,249.02,183.08,141.8,124.84,272.5,149.8,112.8,93.72,98,135.11,94.27,94.27,57.83,48.22,129.47,63.69,90.78,152.92,186.13,71.11,122.25,175.2,205.54,217.5,271.11,147.12,94.68,157.8,199.06,119.78,258.85,124.16,172.78,81.49,153.33,152.08,116.89,145.16,100.11,185.97,93.71,169.52,143.06,44.7,127.37,59.11,59.73,176.47,276.18,149.31,217.96,265.73,98.39,241.1,101.92,79.59,Dea Motrona,11 t,13 t
17 t,2-17 t,211 cr,Delta Phoenicis Palms,"3,799.00",Trading post,Delta Phoenicis,142.25,83.92,83.92,171.46,54.96,186.4,318.89,140.63,144.11,151.09,157.83,147.59,135.59,169.62,84.67,181.05,179.42,86.09,115.97,222.89,84.23,61.68,215.41,204.84,0,166.17,188.89,204.47,132.19,184.67,137.88,230.48,223.04,138.15,222.06,135.44,150.46,106.64,235.78,161.88,163.39,247.28,229.29,145.16,245.82,150.05,273.11,69.65,107.21,107.22,158.31,106.44,135.31,169.79,86.83,186.95,84.97,258.48,103.37,219.66,269.7,186.29,189.27,147.09,188.22,188.22,179.32,197.09,190.66,143.74,190.62,154.42,214.41,135.37,142.51,110.75,182.75,162.51,100.44,232.75,190.46,61.66,58.5,313.05,66.32,242.59,225.75,148.82,86.71,90.46,163.62,221.47,105.79,162.43,189.82,64.12,223.33,194.6,203.42,158.27,249.82,275.97,148.9,131.06,211.44,61.11,122.04,68.45,189.47,150.04,Delta Phoenicis,2-17 t,17 t
7 t,2-5 t,1892 cr,Deuringas Truffles,798,Shukor Hub,Deuringas,147.39,193.75,193.75,95.57,120.98,161.31,237.57,139.9,156.94,232.85,97.99,51.64,46.32,119.9,110.24,104.7,174.22,115.58,114.21,156,130.62,160.71,198.58,173.5,166.17,0,132.81,220.27,141.49,167.1,252.32,246.99,181.22,149.17,237.52,152.27,146.74,188.36,279.99,240.03,195.65,248.18,202.78,212.62,176.04,106.67,259.35,191.77,161.04,144.66,135.75,132.69,179.13,262.5,249.76,286.52,143.99,289.48,198.72,276.8,254.05,100.56,131.08,172.58,130.51,130.51,189.68,141.14,85.94,145.5,91.24,183.55,304.04,149.77,62.09,181.08,281.32,135.24,265.24,277.99,139.27,154.94,143.97,275.68,177.03,214.15,129.57,104.04,158.45,173.42,188.67,232.18,145.91,99.92,137.66,176.58,235.73,191.7,263.46,165.48,230.75,171.4,221.25,163.38,281.79,211.37,176.39,225.96,127.57,158.76,Deuringas,2-5 t,7 t
15 t,1-10 t,340 cr,Diso Ma Corn,284,Shifnalport,Diso,160.87,213.48,213.48,135.27,166.19,102.61,199.92,108.32,115.57,187.68,70.59,92.84,98.9,122.81,110.14,167.32,155.02,193.49,73.06,115.85,128.75,145.55,229.59,94.79,188.89,132.81,0,108.56,110.15,119.79,312.32,202.94,141.21,170.93,114.68,136.05,161.95,240.38,250.75,232,187.39,150.92,100.74,240.67,195.09,76.99,189.52,247.31,107.42,161.07,44.93,185.65,223.35,219.71,241.63,236.79,160.21,197.95,221.17,170.06,207.06,40.45,3.59,186.5,2.57,2.57,134.64,105.28,141.23,80.26,71.62,205.02,248.16,92.35,111.65,129.24,263.81,134.31,262.02,230.68,6.86,135.87,196.75,204.77,236.68,205.76,82.68,56.05,176.55,179.98,181.26,225.28,113.43,103.5,5.19,184.4,224.75,130.89,174.15,119.63,129.98,215.71,211.48,190.06,284.81,245.84,129.95,245.2,8.72,135.62,Diso,1-10 t,15 t
13 t,2-4 t,863 cr,Eleu Thermals,333,Finney Dock,Eleu ,166.02,203.74,203.74,181.75,211.22,95.61,206.24,111.73,101.8,126.15,163.14,183.14,177.76,151.32,158.94,212.59,140.92,235.28,123.82,136.7,142.49,144.32,231.12,82.74,204.47,220.27,108.56,0,111.13,106.32,340.1,148.15,134.63,177.17,84.76,129.82,169.05,285.57,192.02,190.63,162.09,71.05,64.28,227.34,215.23,162.24,133.87,266.15,125.67,217.28,85.1,247.82,227.46,151.39,222.74,159.67,167.26,100.16,257.8,71.25,163.96,134.3,111.94,179.8,109.93,109.93,94.66,127.21,200,82.87,149.41,197.8,163.41,86.7,174.26,141.36,207.82,213.56,244.59,160.08,103.68,146.91,221.02,163.82,267.85,192.3,187.13,116.41,177.24,169.86,159.79,195.76,111.93,195.15,104.24,177.21,191.96,92.74,74.32,99.24,72.71,258.44,247.24,191.3,242.82,260.29,98.73,236.41,117.11,124.82,Eleu ,2-4 t,13 t
11 t,3-9 t,978 cr,Indi Bourbon ,143,Mansfield Orbiter,Epsilon Indi,60.06,116.42,116.42,86.29,135.36,54.88,190.5,9.64,17.05,96.81,133.5,122.94,102.52,59.95,100.41,111.94,62.96,133.69,79.31,96.43,48.79,79.97,139.05,76.53,132.19,141.49,110.15,111.13,0,52.96,266.81,120.77,93.02,70.16,168.28,27.16,64.43,222.16,153.93,123.42,80.02,129.59,107.66,133.25,140.47,134.87,146.67,178.25,111.13,174.27,68.45,186.07,122.62,127.88,183.53,151.21,65.84,156.36,212.51,159.4,146.49,102.34,112.44,80.22,109.11,109.11,56.07,71.44,111.34,36.31,97.55,99.14,165.07,29.15,82.49,135.28,159.7,187.59,204.81,143,111.74,96.14,123.88,182.26,185.28,130.5,180.85,62.19,78.41,78.85,74.94,128.84,32.36,161.3,110.51,94.79,128.94,66.7,129.69,30.32,127.23,182.72,230.13,86.38,175.49,192.6,44.17,167.23,114.92,31.87,Epsilon Indi,3-9 t,11 t
8 t,1-7 t,1633 cr,Eranin Whiskey,297,Azeban City,Eranin,77.08,156.91,156.91,91.98,186.37,18.56,141.8,45.05,42.46,113.13,163.72,154.11,134.91,57.11,148.35,117.75,41.71,177.41,119.74,57.72,101.2,131.22,128.47,41.84,184.67,167.1,119.79,106.32,52.96,0,318.36,87.57,42.97,90.03,178.57,55.18,75.74,274.06,136.08,136.58,82.21,95.57,76.59,155.39,111.73,168.13,97.99,226.64,153.93,222.11,86.4,234.58,147.79,140.43,231.1,162.21,111.26,130.19,264.35,163.69,98.58,110.11,122.66,94.26,118.78,118.78,32.01,41.37,113.29,62.59,98.73,111.61,167.03,63.36,108.12,178.43,172.58,225.84,252.69,122.66,120.95,147.2,171.09,130.2,236.12,93.89,195.27,85.64,120.52,119.47,75.7,107.46,82.98,194.76,119.68,141.18,106.15,26.52,129.24,30.19,90.34,160.19,277.72,110.11,179.13,244.59,80.11,214.25,125.87,41.99,Eranin,1-7 t,8 t
9 t,1-6 t,2050 cr,Eshu Umbrellas,"1,742.00",Shajn Terminal,Eshu,262.83,188.19,188.19,284.03,148.04,320.91,445.2,274.41,279.67,278.28,261.52,247.41,241.47,292.89,202.3,282.63,307.28,162.81,241.46,351.28,218.1,199.28,317.53,340.27,137.88,252.32,312.32,340.1,266.81,318.36,0,359.02,353.41,254.76,343.86,266.66,269.87,89.63,352.86,271.09,285.2,385.04,365.96,236.79,358.01,253,407.92,101.57,228.24,173.36,289.85,148.4,226.59,288.65,154.26,301.79,210.57,393.07,121.73,347.32,399.61,306.42,311.78,262.86,311.54,311.54,314.81,326.08,296.66,279.78,309.6,263.02,330.72,272.28,254.3,221.71,283.35,234.62,144.21,357.18,314.58,193.83,153.49,447.69,84.4,362.58,324.7,276.12,207.45,213.46,286.27,337.47,242.9,249.61,313.99,188.69,340.68,330.28,335.04,293.58,387.42,376.7,184.64,241.83,304.39,82.76,259.18,136.9,310.68,281.56,Eshu,1-6 t,9 t
10 t,1-10 t,2450 cr,Esuseku Caviar,276,Savinykh Orbital,Esuseku,116.17,174.34,174.34,159.68,248.71,102.66,161.55,117.3,105.81,105.61,248.08,238.21,216.51,128.71,219.98,173.14,73.99,229.81,196.7,125.79,158.94,178.94,125.91,113.23,230.48,246.99,202.94,148.15,120.77,87.57,359.02,0,88.87,124.16,232.15,106.28,115.01,332.32,59.46,109.62,78.91,104.26,128.73,151.14,138.13,250.74,71.52,261.53,218.1,292.71,166.77,304.11,162.19,113.87,255.74,130.32,154.13,101.94,322.94,179.57,54.5,197.43,206.14,110.31,202.36,202.36,71.69,121.36,181.96,137.13,184.75,118.05,121.81,132.32,185.55,238.52,132.94,306.22,275.92,46.82,202.83,203,214.59,117.22,282.14,80.19,281.59,170.94,153.72,145.61,79.49,64.72,142.37,278.64,201.87,171.31,58.11,72.11,128.36,93.52,120.19,197.48,340.82,132.8,131.15,283.5,122.43,235.25,209.96,94.21,Esuseku,1-10 t,10 t
7 t,1-7 t,3308 cr,Ethgreze Tea Buds,351,Bloch Station,Ethgreze,99.14,190.18,190.18,97.9,220.81,49.1,100.54,84.07,84.65,148.42,189.82,176.52,157.55,68.87,184.22,118.93,57.64,204.05,154.96,37.93,139.21,172.55,121.84,57.27,223.04,181.22,141.21,134.63,93.02,42.97,353.41,88.87,0,111.21,207.59,90.66,94.08,309.38,142.44,161.02,102.92,104.18,86.27,176.63,84.24,196.6,81.96,259.62,193.67,257.32,117.97,267.08,167.4,171.93,272.68,193.04,145.42,142.77,302.63,194.91,75.34,125.6,143.83,114.43,139.99,139.99,66.75,42.98,112.41,101.89,107.04,128.3,193.14,104.83,126.63,218.75,197.95,255.46,294.03,133.25,142.99,188.33,202.61,101.68,269.98,69.95,210.61,113.79,153.66,154.31,95.85,104.44,124.53,220.59,141.59,178.56,103.36,53.53,160.09,72.57,93.75,133.12,316.33,132.39,192.88,282.53,122.68,251.75,146.59,76.87,Ethgreze,1-7 t,7 t
10 t,2-10 t,992 cr,Fujin Tea,559,Futen Spaceport,Fujin,13.02,90.92,90.92,75.62,145.5,102.6,201.87,69.76,75.54,117.6,180.61,153.33,125.99,66.12,137.34,79.27,60.6,108.83,132.97,122.95,74.52,109.49,81.47,128.7,138.15,149.17,170.93,177.17,70.16,90.03,254.76,124.16,111.21,0,238.1,47.45,17.73,228.68,137.89,96.8,52.36,178.7,164.6,78.24,114.86,182.99,171.17,155.71,165.53,205.06,134.61,201.98,59.31,138.73,196.6,165.44,54.48,196.77,233,219.12,152.08,150.67,172.6,23.43,169.32,169.32,95.29,101.91,101.76,106.16,132.83,36.89,179.43,98.87,92.3,187.22,142.01,228.69,214.71,145.7,174.08,133.18,101.93,206.22,173.47,108.06,230.04,116.37,56.15,64.15,47.3,95.23,85.82,201.76,172.52,90.18,99.01,106.3,179.03,79.77,179.29,157.18,267.13,23.86,133.78,190.04,94.18,157.09,173.92,54.11,Fujin,2-10 t,10 t
26 t,26 t,1022 cr,Geawen Dance Dust,"426,261.00",Obruchev Legacy,Geawen,228.25,250.2,250.2,232.1,220.36,164.26,269.96,170.71,165.94,190.53,151.46,189.55,196.24,209.2,165.61,264.29,214.41,265.15,135.97,198.15,182.81,173.62,302.6,150.63,222.06,237.52,114.68,84.76,168.28,178.57,343.86,232.15,207.59,238.1,0,192.63,232.26,277.06,273.24,258.6,234.36,150.29,131.07,288.63,282.53,146.93,215.11,290.89,118.34,198.05,115.72,238.05,284.78,215.23,233.9,219.94,214.28,175.86,239.89,97.45,246.78,154.1,116.28,245.4,117.13,117.13,172.51,188.12,245.74,133.43,182.01,263.86,228.55,139.27,209.83,122.51,273.04,181.76,253.2,241.59,108.01,161.02,253.41,237.24,281.79,270.35,164.41,147.82,226.34,221.04,231.81,275.42,157.76,176.04,109.76,218.45,272.34,171.92,137.26,168.76,144.51,316.43,208.35,251.34,315.21,270.18,155.16,264.11,119.93,192.02,Geawen,26 t,26 t
9-17 t,3-17 t,1827 cr,Pantaa Prayer Sticks,45,Zamka Platform,George Pantazis,37.25,102.64,102.64,84.4,144.05,65.16,189.93,27.99,28.49,89.27,157.26,141.35,117.85,58.43,118.57,103.98,45.36,130.27,103.44,102.04,55.73,88.05,115.42,90.07,135.44,152.27,136.05,129.82,27.16,55.18,266.66,106.28,90.66,47.45,192.63,0,42.57,230.25,133.31,101.06,53.99,137.45,123.01,109.18,128.56,158.79,143.68,172.61,133.03,191.39,95.26,198.78,100.48,117.26,185.55,142.57,57.02,158.32,224.52,173.55,136.2,124.51,138.31,53.8,134.88,134.88,55.02,78.36,111.68,62.61,114.19,72.8,155.82,54.37,91.03,155.86,140.74,209.59,206.16,127.93,137.91,110.06,118.57,181.59,185.16,113.2,205.16,86.25,65.35,65.29,48.73,105,49.05,183.39,136.6,87.99,105.68,68.17,136.51,34.89,138.55,174.92,247.95,63.01,150.29,193.54,52.54,161.36,140.64,14.9,George Pantazis,3-17 t,9-17 t
22 t,9-22 t,456 cr,Gerasian Gueuze Beer,"1,052,931.00",Yurchikhin Port,Geras,9.21,107.02,107.02,65.21,154.49,88.65,184.29,61.71,68.34,120.31,177.22,150.65,123.63,51.22,140.5,72.58,46.57,120.78,131.33,105.86,79.64,116.96,77.59,114.62,150.46,146.74,161.95,169.05,64.43,75.74,269.87,115.01,94.08,17.73,232.26,42.57,0,239.78,135.58,105.06,51.91,166.87,151.22,93.16,100.33,180.65,157.2,171.81,167.14,210.51,126.9,209.23,75.56,142.85,209.02,169.38,66.33,188.31,242.6,215.15,138.37,140.7,163.74,31.9,160.29,160.29,84.98,85.72,91.79,99.33,121.25,46.87,181.24,93.53,87.7,190.11,150.26,229.36,227.85,141.48,165.16,139.28,116.55,190.36,187.65,94.52,222.73,108.83,70.65,77.34,44.63,89.31,86.13,200.19,163.55,103.47,92.79,93.79,175.3,70.26,165.79,144.73,273.5,40.8,141.27,204.42,94.01,172.62,165.18,45.03,Geras,9-22 t,22 t
16 t,3-11 t,1451 cr,Goman Yaupon Coffee,291,Gustav Sporer Port,Goman,233.22,183.83,183.83,238.77,88.66,271.88,396.28,229.16,236.82,256.16,181.82,174.26,175.96,247.96,135.44,244.71,273.5,134.36,175.35,299.53,175.62,159.31,301.1,287.2,106.64,188.36,240.38,285.57,222.16,274.06,89.63,332.32,309.38,228.68,277.06,230.25,239.78,0,341.06,266.55,264.07,337.94,309.93,239,322.64,172.69,368.19,114.14,163.69,88.37,226.78,63.67,221.32,275.24,150.68,290.49,181.49,355.95,49.83,301.49,366.27,237.22,239.23,242.56,239.73,239.73,275.15,275.3,248.3,226.19,246.03,248.72,318.54,221.93,199.91,157.41,286.8,146.42,150.65,338.36,242.69,142.65,133.89,403.07,74.88,333.91,241.29,213.73,185.8,193.86,262.94,320.04,197.55,165.35,242.27,169.73,322.76,287.9,297.97,251.41,334.76,337.62,112.04,223.75,311.8,85.13,219.92,148.28,237.43,244.5,Goman,3-11 t,16 t
15 t,1-8 t,1347 cr,Haidne Black Brew,"561,080.00",Searfoss Enterprise,Haiden,135.08,165.01,165.01,193.17,263.91,152.88,213.29,153.08,141.26,108.06,287.08,274.14,250.23,166.71,246.09,199.57,109.97,238.5,230.57,178.86,179.33,193.01,130.63,167.51,235.78,279.99,250.75,192.02,153.93,136.08,352.86,59.46,142.44,137.89,273.24,133.31,135.58,341.06,0,82.93,86.83,155.85,184.46,131.18,171.59,288.08,126.52,255.22,245.55,315.3,210.4,323.09,154.41,100.39,249.61,113.69,164.8,136.1,334.67,207.91,103.9,244.59,253.83,116.82,250.13,250.13,116.34,170.86,217.24,176.71,231.24,116.35,103.48,168.58,218.44,263,93.71,339.18,267.2,38.96,250.76,221.03,217.82,170.2,282.74,111.58,328.64,212.39,158.15,147.49,92.46,66.08,168.77,315.12,249.81,172.02,60.36,123.48,152.46,133,176.24,230.6,359.79,136.26,82.79,280.41,146.6,223.33,257.47,126.16,Haiden,1-8 t,ND
2 t,1-2 t,9636 cr,Havasupai Dream Catcher,"601,314.00",Lovelace Port,Havasupai,99.74,85.07,85.07,169.95,197.2,152.05,252.83,127,117.82,73.66,248.97,233.42,209.04,149.95,192.5,174.33,106.71,172.38,189.28,188.04,125.76,131.84,126.63,173.49,161.88,240.03,232,190.63,123.42,136.58,271.09,109.62,161.02,96.8,258.6,101.06,105.06,266.55,82.93,0,61.31,184.6,197.93,63.81,183.73,247.4,178.04,174.99,198.14,254.17,187.96,257.69,93.93,69.48,175.98,91.93,103.08,172.85,263.49,203.09,160.37,225.12,234.51,75.92,231.23,231.23,116.98,169.91,196.8,152.31,214.73,73.35,104.67,140.61,182.58,212.6,45.98,289.7,192.11,95.7,232.65,161.93,145.21,224.74,204.79,142.73,303.03,185.02,90.94,78.18,69.87,93.81,125.68,271.55,231.66,98.41,93.47,132.9,152.73,118.47,201.06,237.05,296.9,83.66,59.54,200.51,109.02,141.8,237.35,103.91,Havasupai,1-2 t,2 t
13 t,2-6 t,1190 cr,Live Hecate Sea Worms,570,RJH1972,Hecate,49.37,101.62,101.62,114.92,182.63,99.26,196.15,79.76,73.93,84.22,211.01,192.24,166.87,91.99,167.51,122.71,46.61,154.95,156.42,128.55,99.35,123.36,86.56,122.87,163.39,195.65,187.39,162.09,80.02,82.21,285.2,78.91,102.92,52.36,234.36,53.99,51.91,264.07,86.83,61.31,0,150.76,152.96,79.26,126.41,212.42,138.4,185.55,180.08,237.52,146.5,241.14,85.18,99.76,201.32,125.7,82.92,157.09,261.9,195.48,118.7,174.93,189.86,33.92,186.27,186.27,72.49,111.31,141.39,112.34,160.19,43.58,134.37,103.36,135,200.39,104.51,261.53,220.29,94,188.92,150.89,138.78,180.22,207.91,91.25,258,139.32,79.45,74.41,8.76,59.59,96.56,236.26,187.65,103.17,60.45,85.49,147.33,71.46,159.53,180.54,291.08,54.95,99.89,214.14,86.85,168.31,192.48,51.85,Hecate,2-6 t,13 t
8 t,1-6 t,1920 cr,Ceremonial Heike Tea,406,Brunel City,Heike,166.65,223.54,223.54,185.21,256.4,91.55,159.96,126.27,114.63,135,213.35,222.51,211.35,151.25,208.7,212.24,124.86,263.23,173.29,119.56,173.55,185.96,208.17,76.45,247.28,248.18,150.92,71.05,129.59,95.57,385.04,104.26,104.18,178.7,150.29,137.45,166.87,337.94,155.85,184.6,150.76,0,54.89,227.17,187.43,215.71,67.82,299.58,187.51,275.51,127.64,299.92,230.8,153.69,268.36,162.29,188.94,56.8,316.2,113.68,105.69,163.55,154.47,175.99,151.5,151.5,83.91,120.13,202.93,115.96,166.2,191.59,154.94,118.6,195.04,206.13,202.35,272.25,290.37,122.95,147.83,197.4,250.21,98.41,308.34,153.01,230.85,149.41,196.16,188.31,148.49,162.4,144.84,247.04,147.74,204.92,157.22,73.17,90.03,103.55,32.01,235.93,313.36,194.09,224.47,304.87,126.55,270.25,159.41,126.03,Heike,1-6 t,8 t
6 t,1-3 t,3620 cr,Helvetitj Pearls,444,Friend Orbital,Helvetitj,151.75,218.63,218.63,151.26,227.11,63,143.1,102.72,97.75,151.01,166.91,176.4,168.24,121.04,175.47,181.66,116.72,236.8,136.8,83.68,151.94,170.48,201.71,38.17,229.29,202.78,100.74,64.28,107.66,76.59,365.96,128.73,86.27,164.6,131.07,123.01,151.22,309.93,184.46,197.93,152.96,54.89,0,227.36,167.72,171.32,95.05,283.69,161.23,241.31,86.09,264.77,221.97,177.32,265.01,191.15,173.18,109.81,290.1,131.85,124.26,111.9,104.15,169.19,101.11,101.11,81.86,84.46,164.87,86.36,116.87,186.9,190.98,94.35,155.93,182.86,224.44,229.65,287.28,157.8,98.33,176.66,230.46,112.84,286.72,152.05,178.43,106.43,184.41,181.04,148.1,172.38,125.18,200.82,98.05,196.17,169.11,68.34,119,89.24,29.83,207.36,285.81,184.01,242.75,289.4,118.77,265.01,108.79,112.88,Helvetitj,1-3 t,6 t
13 t,4-12 t,2105 cr,HIP 10175 Bush Meat,"4,850.00",Stefanyshyn-Piper Station,HIP 10175,88.64,64.93,64.93,150.92,173.45,170.34,265.12,136.36,135.18,123.91,243.37,217.55,191.11,144.02,184.2,144.82,120,129.92,190.45,196.53,121.38,135.45,105.35,195.6,145.16,212.62,240.67,227.34,133.25,155.39,236.79,151.14,176.63,78.24,288.63,109.18,93.16,239,131.18,63.81,79.26,227.17,227.36,0,173.28,242.7,216.34,136.94,207.23,240.43,200.22,232.86,38.32,128.08,180.65,151.31,88.34,226.92,247.65,250.07,192.2,225.1,242.45,63.85,239.36,239.36,147.51,176.79,174.64,167.89,210.05,50.46,167.55,157.09,163.25,222.57,98.91,279.54,193.95,151.31,242.98,163.76,108.64,257.6,169.71,151.42,300.15,186.73,73.33,72.52,83.67,110.73,135.76,260.5,241.67,91.18,114.56,162.38,204.29,139.38,236.67,216.18,292,55.31,80.94,178.05,133.78,127.81,244.05,116.52,HIP 10175,ND,13 t
